374;{'list3': ['poon'], 'list1': ['babty'], 'list2': ['solider', 'spon']}
377;{'list3': ['solider'], 'list1': [], 'list2': []}
380;{'list3': ['minsiter', 'ork', 'olf', 'slippers', 'drums'], 'list1': ['eer', 'drums', 'slippers'], 'list2': ['slippers', 'drums']}
383;{'list3': ['fox'], 'list1': ['ork', 'fox'], 'list2': ['fox']}
386;{'list3': ['bird', 'cake'], 'list1': ['bird', 'crown'], 'list2': ['bird', '', 'snake']}
389;{'list3': ['drom', 'soilder'], 'list1': [], 'list2': ['soilder']}
392;{'list3': ['owall'], 'list1': [], 'list2': ['dear', 'pyhtoon', '']}
395;{'list3': ['wistle'], 'list1': ['spon', 'wofl'], 'list2': ['solider', 'soon']}
398;{'list3': [], 'list1': ['snake', 'tie'], 'list2': []}
401;{'list3': [], 'list1': [], 'list2': []}
404;{'list3': ['tout', 'magister'], 'list1': [], 'list2': []}
407;{'list3': [], 'list1': [], 'list2': ['wold', '', 'soldie4r']}
410;{'list3': ['sink'], 'list1': [], 'list2': []}
413;{'list3': [], 'list1': [], 'list2': ['sppon', 'wold']}
416;{'list3': ['fish'], 'list1': [], 'list2': ['fish']}
419;{'list3': [], 'list1': ['KEY'], 'list2': ['ENGINNER', 'SOLIDER']}
422;{'list3': [], 'list1': ['train'], 'list2': ['enginner', 'pyhton']}
425;{'list3': [], 'list1': [], 'list2': ['tortuse', 'bell']}
428;{'list3': [], 'list1': [], 'list2': []}
431;{'list3': ['ite'], 'list1': [], 'list2': ['book', '']}
433;{'list3': ['windmill', 'miner', 'admiral', 'nudist', 'niece', 'pig', 'ranch', 'bicycle', 'alleyway', 'blackbird', 'pants', 'putty', 'jeweler', 'doormat', 'astronaut', 'fireman', 'oyster', 'holster'], 'list1': [], 'list2': []}
434;{'list3': [], 'list1': [], 'list2': ['HATE', 'SOILDER']}
437;{'list3': [], 'list1': [], 'list2': []}
440;{'list3': ['miniter'], 'list1': [], 'list2': []}
446;{'list3': [], 'list1': [], 'list2': ['engeineer']}
449;{'list3': [], 'list1': [], 'list2': []}
452;{'list3': ['forl', 'straw'], 'list1': ['straw'], 'list2': ['straw']}
455;{'list3': [], 'list1': [], 'list2': ['viloin']}
458;{'list3': [], 'list1': [], 'list2': []}
461;{'list3': [], 'list1': [], 'list2': []}
464;{'list3': [], 'list1': ['frok', 'bell'], 'list2': []}
467;{'list3': ['Whitsle', 'Oven'], 'list1': ['Frog', 'Bear'], 'list2': []}
470;{'list3': [], 'list1': [], 'list2': []}
473;{'list3': [], 'list1': [], 'list2': []}
476;{'list3': [], 'list1': ['sppon'], 'list2': []}
479;{'list3': [], 'list1': ['key'], 'list2': []}
482;{'list3': [], 'list1': ['pruse'], 'list2': []}
485;{'list3': [], 'list1': ['spoom'], 'list2': ['tutrle', 'solider']}
488;{'list3': ['poon', 'ngineer', 'oil'], 'list1': ['oil'], 'list2': ['oil']}
491;{'list3': ['olf'], 'list1': ['uvk'], 'list2': []}
494;{'list3': [], 'list1': [], 'list2': []}
497;{'list3': [], 'list1': [], 'list2': []}
500;{'list3': [], 'list1': [], 'list2': []}
503;{'list3': ['solidier', 'flipper'], 'list1': [], 'list2': []}
506;{'list3': [], 'list1': ['pastor', 'child', 'egg'], 'list2': ['fish']}
509;{'list3': [], 'list1': ['soldie'], 'list2': []}
512;{'list3': [], 'list1': ['sandal'], 'list2': ['oven']}
515;{'list3': [], 'list1': [], 'list2': ['enginner']}
102;{'list3': [], 'list1': [], 'list2': ['sppon']}
